Station, Fav, StationName, HydStatus, Prov, Latitude(Degrees), Longitude(Degrees), DrainageArea(km≤), Years, From, To, Reg., Flow, Level, Sed, OperSched, RealTime, RHBN, Region, Datum, Operator
05EA006, , LAC STE. ANNE AT ALBERTA BEACH, Active, AB,53.6764,-114.357,687,86,1933,2019, , , True, , Seasonal, True, , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EA008, , ISLE LAKE AT EUREKA BEACH, Active, AB,53.626,-114.686,276,44,1972,2018, , , True, , Seasonal, True, , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EA009, , ATIM CREEK NEAR SPRUCE GROVE, Discontinued, AB,53.5722,-113.933,315,18,1979,1996, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05EA010, , STURGEON RIVER NEAR MAGNOLIA BRIDGE, Active, AB,53.5914,-114.86,121,37,1981,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EA011, , CARROT CREEK NEAR THE MOUTH, Active, AB,53.6234,-113.695,97.1,12,2005,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EA012, , ATIM CREEK AT CENTURY ROAD, Active, AB,53.5903,-113.885,288,13,2005,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EA013, , KILINI CREEK AT TWP ROAD NO 543, Active, AB,53.6721,-114.135,168,5,2013,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EB001, , HASTINGS CREEK NEAR LINDBROOK, Discontinued, AB,53.4086,-112.827,295,4,1916,1922, , True, , , Seasonal, , , CALGARY, , 
05EB002, , BEAVERHILL CREEK NEAR MUNDARE, Discontinued, AB,53.5667,-112.5,2110,3,1919,1925, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05EB003, , BEAVERHILL LAKE NEAR MUNDARE, Discontinued, AB,53.55,-112.5,2070,12,1919,1930, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05EB004, , HASTINGS LAKE NEAR NORTH COOKING LAKE, Discontinued, AB,53.4167,-112.944,279,8,1919,1949, , , True, , Seasonal, , , CALGARY, RECLAMATION SERVICE OF CANADA DATUM, 
05EB005, , SISIB LAKE NEAR NORTH COOKING LAKE, Discontinued, AB,53.4081,-112.964,9.45,4,1919,1922, , , True, , Seasonal, , , CALGARY, RECLAMATION SERVICE OF CANADA DATUM, 
05EB006, , COOKING LAKE CREEK NEAR NORTH COOKING LAKE, Discontinued, AB,53.4417,-112.939,196,2,1920,1922, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05EB007, , COOKING LAKE NEAR NORTH COOKING LAKE, Discontinued, AB,53.4681,-113,196,7,1919,1941, , , True, , Seasonal, , , CALGARY, GEODETIC SURVEY OF CANADA DATUM, 
05EB008, , BEAVERHILL LAKE NEAR TOFIELD, Discontinued, AB,53.3667,-112.567,2070,4,1918,1923, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05EB009, , STOVE LAKE NEAR TOFIELD, Discontinued, AB,53.3333,-112.912,155,1,1930,1930, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05EB011, , HASTINGS LAKE NEAR DEVILLE, Discontinued, AB,53.425,-112.901,279,24,1972,1995, , , True, , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EB012, , COOKING LAKE AT COOKING LAKE, Discontinued, AB,53.4164,-113.121,196,24,1972,1995, , , True, , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EB013, , MINISTIK LAKE NEAR NEW SAREPTA, Discontinued, AB,53.3297,-113.056,60.3,25,1972,1996, , , True, , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EB014, , MIQUELON LAKE AT PROVINCIAL PARK, Discontinued, AB,53.2464,-112.907,38.3,24,1972,1995, , , True, , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EB015, , BEAVERHILL CREEK NEAR THE MOUTH, Discontinued, AB,53.8892,-112.949,2930,12,1975,1986, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05EB016, , AMISK CREEK NEAR SHONTS, Discontinued, AB,53.3097,-112.553,377,22,1975,1996, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EB902, , POINTE-AUX-PINS CREEK NEAR ARDROSSAN, Active, AB,53.5994,-113.164,106,40,1979,2018, , True, , , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05EB909, , POINTE-AUX-PINS TRIBUTARY NO. 1 NEAR ARDROSSAN, Discontinued, AB,53.5786,-113.147,17.8,16,1981,1996, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05EB910, , POINTE-AUX-PINS TRIBUTARY NO. 2 NEAR ARDROSSAN, Discontinued, AB,53.5918,-113.148,8.1,29,1981,2009, , True, , , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05EB911, , POINTE-AUX-PINS TRIBUTARY NO. 3 NEAR ARDROSSAN, Discontinued, AB,53.5956,-113.146,3.55,16,1981,1996, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05EC001, , SMOKY LAKE NEAR WARSPITE, Discontinued, AB,54.1047,-112.583,232,4,1919,1922, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05EC002, , WASKATENAU CREEK NEAR WASKATENAU, Active, AB,54.1231,-112.783,313,53,1966,2018, , True, , True, Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05EC003, , REDWATER RIVER NEAR REDWATER, Discontinued, AB,53.9486,-113.058,1490,7,1972,1978, , True, , True, Seasonal, , , CALGARY, ASSUMED DATUM, 
05EC004, , NAMEPI CREEK NEAR THE MOUTH, Discontinued, AB,54.0297,-112.846,720,21,1975,1995, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EC005, , REDWATER RIVER NEAR THE MOUTH, Active, AB,53.8966,-112.996,1600,38,1978,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EC006, , WHITE EARTH CREEK NEAR SMOKY LAKE, Discontinued, AB,54.1156,-112.3,1000,11,1985,1995, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EC007, , REDWATER RIVER NEAR VIMY, Discontinued, AB,54.0942,-113.566,469,11,1985,1995, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05ED001, , STONY CREEK NEAR SADDLE LAKE, Discontinued, AB,54.0244,-111.698,543,6,1972,1977, , True, , , Miscellaneous, , , CALGARY, ASSUMED DATUM, 
05ED002, , ATIMOSWE CREEK NEAR ELK POINT, Active, AB,53.8888,-110.921,368,42,1975,2018, , True, True, , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05ED003, , MOOSEHILLS CREEK NEAR ELK POINT, Discontinued, AB,53.9345,-110.777,41,32,1978,2009, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EE001, , VERMILION RIVER NEAR MANNVILLE, Discontinued, AB,53.375,-111.175,5740,21,1958,1983, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05EE002, , VERMILION RIVER AT LEA PARK, Discontinued, AB,53.6556,-110.339,7940,7,1964,1970, True, True, , , Seasonal, , , CALGARY, , 
05EE003, , VERMILION RIVER NEAR VEGREVILLE, Discontinued, AB,53.465,-112.064,1590,20,1967,1987, , True, , True, Seasonal, , , CALGARY, ASSUMED DATUM, 
05EE004, , VERMILION RIVER NEAR HAZELDINE, Discontinued, AB,53.6269,-110.422,7830,9,1971,1979, True, True, , True, Seasonal, , , CALGARY, ASSUMED DATUM, 
05EE005, , STRETTON CREEK NEAR MARWAYNE, Active, AB,53.4425,-110.326,74,38,1978,2015, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EE006, , VERMILION RIVER TRIBUTARY NEAR BRUCE, Active, AB,53.2941,-112.05,46.4,41,1978,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EE007, , VERMILION RIVER NEAR MARWAYNE, Active, AB,53.4916,-110.399,7260,38,1979,2018, True, True, True, True, Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EE008, , VERMILION PARK LAKE NEAR VERMILION, Active, AB,53.3612,-110.861,6120,35,1983,2018, , , True, , Seasonal, True, , CALGARY, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EE009, , VERMILION RIVER AT VEGREVILLE, Active, AB,53.4912,-112.04,1620,31,1987,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EE010, , VERMILION RIVER AT RANGE ROAD NO. 105, Active, AB,53.6193,-111.452,3860,13,2006,2018, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EE011, , VERMILION LAKES NEAR MORECAMBE, Active, AB,53.6419,-111.476,3810,13,2006,2019, True, , True, , Seasonal, True, , CALGARY, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EE913, , VERMILION RIVER DRAINAGE NEAR HOLDEN, Discontinued, AB,53.1303,-112.409,56.4,13,1981,1993, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05EE915, , VERMILION RIVER DRAINAGE NEAR BRUCE, Discontinued, AB,53.1769,-112.068,401,3,1981,1983, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05EE930, , VERMILION RIVER NEAR BEAUVALLON, Discontinued, AB,53.5922,-111.402,3882.8,10,1997,2006, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05EF001, , NORTH SASKATCHEWAN RIVER NEAR DEER CREEK, Active, SK,53.5232,-109.618,57200,71,1917,2018, True, True, True, , Continuous, True, , REGINA, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EF003, , NORTH SASKATCHEWAN RIVER AT LEA PARK, Discontinued, AB,53.6583,-110.339,47700,14,1958,1971, True, True, , , Seasonal, , , CALGARY, , 
05EF004, , MONNERY RIVER NEAR PARADISE HILL, Active, SK,53.5411,-109.527,875,51,1967,2017, , True, True, , Seasonal, , , REGINA, ASSUMED DATUM, WATER SECURITY AGENCY
05EF005, , BIG GULLY CREEK NEAR MAIDSTONE, Active, SK,53.2442,-109.296,1620,48,1970,2017, , True, True, , Seasonal, , , REGINA, ASSUMED DATUM, WATER SECURITY AGENCY
05EF006, , ENGLISHMAN RIVER NEAR SPRUCE LAKE, Active, SK,53.5756,-109.157,393,52,1964,2017, , True, True, , Seasonal, , , REGINA, ASSUMED DATUM, WATER SECURITY AGENCY
05EG001, , NORTH SASKATCHEWAN RIVER NEAR NORTH BATTLEFORD, Discontinued, SK,52.7589,-108.313,69900,8,1912,1968, True, True, , , Seasonal, , , REGINA, , 
05EG002, , JACKFISH RIVER NEAR PRINCE, Discontinued, SK,52.9292,-108.411,3460,3,1919,1921, , True, , , Seasonal, , , REGINA, ASSUMED DATUM, 
05EG003, , JACKFISH LAKE NEAR COCHIN, Active, SK,53.1244,-108.396,3320,66,1919,2017, True, , True, , Continuous, , , REGINA, GEODETIC SURVEY OF CANADA DATUM, WATER SECURITY AGENCY
05EG004, , CRYSTAL CREEK NEAR IFFLEY, Active, SK,52.9797,-108.156,500,58,1960,2017, , True, True, , Seasonal, , , REGINA, ASSUMED DATUM, WATER SECURITY AGENCY
05EG005, , TURTLELAKE RIVER NEAR TURTLEFORD, Active, SK,53.3881,-108.968,2310,53,1965,2017, True, True, True, , Seasonal, , , REGINA, ASSUMED DATUM, WATER SECURITY AGENCY
05EG006, , BIRLING CREEK NEAR PAYNTON, Discontinued, SK,53.0792,-108.983,426,25,1970,1994, , True, , , Seasonal, , , REGINA, ASSUMED DATUM, SASKATCHEWAN WATER CORPORATION
05EG007, , JACKFISH RIVER NEAR PRINCE, Discontinued, SK,53.0206,-108.365,3320,17,1970,1987, True, True, , , Seasonal, , , REGINA, ASSUMED DATUM, 
05EG008, , PAGE CREEK NEAR IFFLEY, Discontinued, SK,52.9406,-108.088,921,17,1971,1987, , True, , , Seasonal, , , REGINA, ASSUMED DATUM, 
05EG009, , TURTLE LAKE NEAR GLASLYN, Active, SK,53.6133,-108.587,579,55,1964,2018, True, , True, , Seasonal, , , REGINA, GEODETIC SURVEY OF CANADA DATUM, WATER SECURITY AGENCY
05EG010, , BRIGHTSAND LAKE NEAR ST. WALBURG, Active, SK,53.6433,-108.846,196,45,1974,2018, , , True, , Continuous, , , REGINA, GEODETIC SURVEY OF CANADA DATUM, WATER SECURITY AGENCY
05FA001, , BATTLE RIVER NEAR PONOKA, Active, AB,52.6632,-113.581,1820,70,1913,2018, , True, True, , Continuous, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA002, , PIGEON LAKE CREEK NEAR WESTEROSE, Discontinued, AB,52.9583,-113.969,284,11,1909,1931, True, True, , , Continuous, , , CALGARY, , 
05FA003, , BITTERN LAKE AT BITTERN LAKE, Discontinued, AB,53.0167,-113.033,386,5,1918,1922, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FA004, , BIG HAY LAKE NEAR MILLET, Discontinued, AB,53.15,-113.167,174,5,1918,1922, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FA006, , DRIEDMEAT LAKE NEAR EDBERG, Discontinued, AB,52.85,-112.75,7240,9,1920,1930, , , True, , Seasonal, , , CALGARY, TOPOGRAPHIC SURVEY DATUM, 
05FA007, , PIPESTONE CREEK NEAR MILLET, Discontinued, AB,53.08,-113.465,299,1,1925,1925, , True, , , Seasonal, , , CALGARY, , 
05FA008, , BIGSTONE CREEK NEAR BIGSTONE, Discontinued, AB,53.0383,-113.436,663,1,1925,1925, True, True, , , Seasonal, , , CALGARY, , 
05FA009, , PIGEON LAKE NEAR WESTEROSE, Discontinued, AB,52.9583,-113.969,284,8,1924,1931, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FA010, , CAMROSE CREEK AT CAMROSE, Discontinued, AB,53.0167,-112.833,496,3,1928,1930, , True, , , Miscellaneous, , , CALGARY, , 
05FA011, , BATTLE RIVER AT DUHAMEL, Active, AB,52.9486,-112.965,5010,12,1931,2018, , True, True, , Continuous, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA012, , PIPESTONE CREEK NEAR WETASKIWIN, Active, AB,53.0368,-113.323,1030,34,1972,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA013, , PIGEON LAKE AT PIGEON LAKE PROVINCIAL PARK, Active, AB,53.0238,-114.127,283,45,1972,2018, , , True, , Seasonal, True, , CALGARY, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA014, , MASKWA CREEK NO. 1 ABOVE BEARHILLS LAKE, Active, AB,52.7851,-113.629,79.1,44,1972,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA015, , MASKWA CREEK NO. 2 ABOVE BEARHILLS LAKE, Discontinued, AB,52.8139,-113.617,109,2,1972,1973, , True, , , Seasonal, , , CALGARY, , 
05FA016, , COAL LAKE RESERVOIR NEAR WETASKIWIN, Active, AB,53.0031,-113.219,176,46,1973,2019, True, , True, , Seasonal, True, , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA017, , PIGEON LAKE CREEK NEAR THE MOUTH, Discontinued, AB,52.8514,-113.896,383,5,1974,1978, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FA018, , DRIEDMEAT CREEK NEAR THE MOUTH, Discontinued, AB,52.8814,-112.639,1150,21,1975,1995, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA019, , PIGEON LAKE CREEK NEAR USONA, Discontinued, AB,52.8694,-113.896,377,17,1979,1995, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA020, , DRIEDMEAT LAKE AT OUTFLOW, Active, AB,52.785,-112.716,7230,41,1978,2018, True, , True, , Continuous, , , CALGARY, GEODETIC SURVEY OF CANADA DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05FA021, , BATTLE RIVER BELOW PIPESTONE CREEK, Discontinued, AB,52.9681,-113.072,4870,1,1978,1978, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05FA022, , PIPESTONE CREEK BELOW BIGSTONE CREEK, Discontinued, AB,53.0403,-113.365,1020,12,1979,1990, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FA023, , BATTLE RIVER ABOVE PIPESTONE CREEK, Discontinued, AB,52.9586,-113.172,2800,3,1984,1986, , True, , , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, 
05FA024, , WEILLER CREEK NEAR WETASKIWIN, Active, AB,52.9592,-113.28,236,31,1985,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA025, , CAMROSE CREEK NEAR CAMROSE, Active, AB,53.0415,-112.83,460,10,2006,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA026, , WOLF CREEK AT TOWNSHIP ROAD NO. 410, Discontinued, AB,52.4921,-113.695,76.3,3,2007,2009, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA912, , MUSKEG CREEK NEAR WESTEROSE, Discontinued, AB,52.8683,-113.957,91.7,9,1982,1990, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05FB001, , THOMAS LAKE NEAR VIKING, Discontinued, AB,53.1,-111.717,127,15,1919,1941, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FB002, , IRON CREEK NEAR HARDISTY, Active, AB,52.708,-111.31,3500,52,1964,2018, , True, True, , Seasonal, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FB003, , IRON CREEK NEAR VIKING, Discontinued, AB,53.0161,-111.902,121,18,1978,1995, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FC001, , BATTLE RIVER NEAR FORESTBURG, Active, AB,52.5741,-112.342,7680,51,1966,2019, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FC002, , BIGKNIFE CREEK NEAR GADSBY, Active, AB,52.5174,-112.356,281,49,1967,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FC003, , MEETING CREEK NEAR THE MOUTH, Discontinued, AB,52.5528,-112.411,1500,14,1972,1985, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FC004, , PAINTEARTH CREEK NEAR HALKIRK, Active, AB,52.3856,-112.138,191,35,1981,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FC005, , REDWILLOW CREEK NEAR RED WILLOW, Discontinued, AB,52.5217,-112.387,825,8,1984,1991, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FC006, , MEETING CREEK NEAR DONALDA, Discontinued, AB,52.58,-112.533,472,7,1985,1991, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FC007, , YOUNG CREEK NEAR CASTOR, Active, AB,52.2592,-111.73,76.5,31,1986,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FC008, , BATTLE RIVER AT HIGHWAY NO. 872, Active, AB,52.4018,-111.411,11700,13,2005,2019, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FC904, , REDWILLOW CREEK NEAR RED WILLOW, Discontinued, AB,52.5167,-112.383,825,1,1983,1983, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05FD001, , RIBSTONE CREEK NEAR EDGERTON, Active, AB,52.7553,-110.483,2790,63,1924,2018, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FD002, , RIBSTONE LAKE NEAR HEATH, Discontinued, AB,52.7667,-110.633,2660,8,1925,1936, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FD003, , RIBSTONE CREEK NEAR RIBSTONE, Discontinued, AB,52.7222,-110.267,3610,8,1925,1936, , True, , , Seasonal, , , CALGARY, , 
05FD005, , RIBSTONE CREEK NEAR CZAR, Discontinued, AB,52.4881,-110.738,1830,24,1968,1991, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FD006, , COPPER CREEK NEAR CORONATION, Discontinued, AB,52.1797,-111.238,331,14,1978,1991, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05FD007, , SHORNCLIFFE LAKE NEAR CZAR, Active, AB,52.4724,-110.864,276,10,2009,2019, , , True, , Seasonal, True, , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FE001, , BATTLE RIVER NEAR UNWIN, Discontinued, SK,52.9403,-109.874,25600,36,1944,1979, True, True, , , Continuous, , , REGINA, , 
05FE002, , BUFFALO CREEK AT HIGHWAY NO. 41, Active, AB,53.0072,-110.867,714,44,1972,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FE003, , BATTLE RIVER AT HIGHWAY NO. 41, Discontinued, AB,52.9958,-110.854,17800,1,1978,1978, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05FE004, , BATTLE RIVER NEAR THE SASKATCHEWAN BOUNDARY, Active, AB,52.8564,-110.019,25100,41,1978,2018, True, True, True, True, Continuous, True, , REGINA, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FE005, , BLACKFOOT CREEK NEAR THE SASKATCHEWAN BOUNDARY, Discontinued, AB,52.9556,-110.01,705,4,1980,1983, , True, , , Seasonal, , , REGINA, ASSUMED DATUM, 
05FF001, , BATTLE RIVER AT BATTLEFORD, Discontinued, SK,52.7353,-108.336,29700,52,1911,1994, True, True, , True, Seasonal, , , REGINA, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FF003, , CUT KNIFE CREEK NEAR CUT KNIFE, Active, SK,52.755,-108.781,403,51,1964,2017, , True, True, , Seasonal, , , REGINA, ASSUMED DATUM, WATER SECURITY AGENCY
05GA001, , EYEHILL CREEK NEAR YONKER, Discontinued, SK,52.6339,-109.659,10700,14,1919,1936, , True, , , Seasonal, , , REGINA, ASSUMED DATUM, 
05GA002, , MANITO LAKE NEAR YONKER, Discontinued, SK,52.6792,-109.642, ,12,1919,1930, , , True, , Seasonal, , , REGINA, ASSUMED DATUM, 
05GA003, , MONITOR CREEK NEAR MONITOR, Active, AB,51.9696,-110.576,1430,63,1954,2018, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05GA004, , SOUNDING LAKE NEAR MONITOR, Discontinued, AB,52.15,-110.567,8220,13,1956,1968, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05GA005, , GOOSEBERRY LAKE NEAR CONSORT, Discontinued, AB,52.1167,-110.767,74.6,13,1956,1968, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05GA006, , MANITO LAKE NEAR MARSDEN, Active, SK,52.7925,-109.787,13000,57,1961,2018, , , True, , Seasonal, , , REGINA, ASSUMED DATUM, WATER SECURITY AGENCY
05GA007, , EYEHILL CREEK NEAR MACKLIN, Discontinued, SK,52.3189,-109.928,10100,29,1966,1994, True, True, , , Seasonal, , , REGINA, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05GA008, , SOUNDING CREEK NEAR OYEN, Active, AB,51.5667,-110.474,2990,49,1968,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05GA009, , KIRKPATRICK LAKE TRIBUTARY NEAR SPONDIN, Discontinued, AB,51.9733,-111.48,222,5,1982,1986, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05GA010, , KILLARNEY LAKE TRIBUTARY NEAR CHAUVIN, Active, AB,52.5652,-110.148,1010,34,1982,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05GA011, , MONITOR CREEK NEAR CONSORT, Discontinued, AB,51.8751,-110.761,900.8,27,1983,2009, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05GA012, , SOUNDING CREEK NEAR CHINOOK, Active, AB,51.5477,-110.92,2300,33,1984,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05GA013, , LOYALIST CREEK NEAR CONSORT, Discontinued, AB,52.0011,-110.765,260,12,1984,1995, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05GB001, , KIYIU LAKE NEAR NETHERHILL, Discontinued, SK,51.5917,-108.883, ,23,1957,1979, , , True, , Seasonal, , , REGINA, ASSUMED DATUM, SASKATCHEWAN WATER CORPORATION
